in                         	in
an                         	an
audible                    	audible
whisper,                   	whisper,
“There                     	"There                     	.
wasn’t                     	wasn't                     	.
anything                   	anything
startling                  	startling
in                         	in
that,                      	that,
was                        	was
there,                     	there,
Marilla?”                  	Marilla?"                  	.
Diana                      	Diana
was                        	was
sitting                    	sitting
on                         	on
the                        	the
sofa,                      	sofa,
reading                    	reading
a                          	a
book                       	book
which                      	which
she                        	she
dropped                    	dropped
when                       	when
the                        	the
callers                    	callers
entered.                   	entered.
She                        	She
was                        	was
a                          	a
very                       	very
pretty                     	pretty
little                     	little
girl,                      	girl,
with                       	with
her                        	her
mother’s                   	mother's                   	.
black                      	black
eyes                       	eyes
and                        	and
hair,                      	hair,
and                        	and
rosy                       	rosy
cheeks,                    	cheeks,
and                        	and
the                        	the
merry                      	merry
expression                 	expression
which                      	which
was                        	was
her                        	her
inheritance                	inheritance
from                       	from
her                        	her
father.                    	father.
“This                      	"This                      	.
is                         	is
my                         	my
little                     	little
girl                       	girl,                      	.
Diana,”                    	Diana,"                    	.
said                       	said
Mrs.                       	Mrs.
Barry.                     	Barry.
“Diana,                    	"Diana,                    	.
you                        	you
might                      	might
take                       	take
Anne                       	Anne
out                        	out
into                       	into
the                        	the
garden                     	garden
and                        	and
show                       	show
her                        	her
your                       	your
flowers.                   	flowers.
It                         	It
will                       	will
be                         	be
better                     	better
for                        	for
you                        	you
than                       	than
straining                  	straining
your                       	your
eyes                       	eyes
over                       	over
that                       	that
book.                      	book.
She                        	She
reads                      	reads
entirely                   	entirely
too                        	too
much—”                     	much—"                     	.
this                       	this
to                         	to
Marilla                    	Marilla
as                         	as
the                        	the
little                     	little
girls                      	girls
went                       	went
out—“and                   	out—"and                   	.
I                          	I
can’t                      	can't                      	.
prevent                    	prevent
her,                       	her,
for                        	for
her                        	her
father                     	father
aids                       	aids
and                        	and
abets                      	abets
her.                       	her.
She’s                      	She's                      	.
always                     	always
poring                     	poring
over                       	over
a                          	a
book.                      	book.
I’m                        	I'm                        	.
glad                       	glad
she                        	she
has                        	has
the                        	the
prospect                   	prospect
of                         	of
a                          	a
playmate—perhaps           	playmate—perhaps
it                         	it
will                       	will
take                       	take
her                        	her
more                       	more
out-of-doors.”             	out-of-doors."             	.
Outside                    	Outside
in                         	in
the                        	the
garden,                    	garden,
which                      	which
was                        	was
full                       	full
of                         	of
mellow                     	mellow
sunset                     	sunset
light                      	light
streaming                  	streaming
through                    	through
the                        	the
dark                       	dark
old                        	old
firs                       	firs
to                         	to
the                        	the
west                       	west
of                         	of
it,                        	it,
stood                      	stood
Anne                       	Anne
and                        	and
Diana,                     	Diana,
gazing                     	gazing
bashfully                  	bashfully
at                         	at
each                       	one                        	@
other                      	another                    	@
over                       	over
a                          	a
clump                      	clump
of                         	of
gorgeous                   	gorgeous
tiger                      	tiger
lilies.                    	lilies.
The                        	The
Barry                      	Barry
garden                     	garden
was                        	was
a                          	a
bowery                     	bowery
wilderness                 	wilderness
of                         	of
flowers                    	flowers
which                      	which
would                      	would
have                       	have
delighted                  	delighted
Anne’s                     	Anne's                     	.
heart                      	heart
at                         	at
any                        	any
time                       	time
less                       	less
fraught                    	fraught
with                       	with
destiny.                   	destiny.
It                         	It
was                        	was
encircled                  	encircled
by                         	by
huge                       	huge
old                        	old
willows                    	willows
and                        	and
tall                       	tall
firs,                      	firs,
beneath                    	beneath
which                      	which
flourished                 	flourished
flowers                    	flowers
that                       	that
loved                      	loved
the                        	the
shade.                     	shade.
Prim,                      	Prim,
right-angled               	right-angled
paths                      	paths,                     	.
neatly                     	neatly
bordered                   	bordered
with                       	with
clamshells,                	clam-shells,               	.
intersected                	intersected
it                         	it
like                       	like
moist                      	moist
red                        	red
ribbons                    	ribbons
and                        	and
in                         	in
the                        	the
beds                       	beds
between                    	between
old-fashioned              	old-fashioned
flowers                    	flowers
ran                        	ran
riot.                      	riot.
There                      	There
were                       	were
rosy                       	rosy
bleeding-hearts            	bleeding-hearts
and                        	and
great                      	great
splendid                   	splendid
crimson                    	crimson
peonies;                   	peonies;
white,                     	white,
fragrant                   	fragrant
narcissi                   	narcissi
and                        	and
thorny,                    	thorny,
sweet                      	sweet
Scotch                     	Scotch
roses;                     	roses;
pink                       	pink
and                        	and
blue                       	blue
and                        	and
white                      	white
columbines                 	columbines
and                        	and
lilac-tinted               	lilac-tinted
Bouncing                   	Bouncing
Bets;                      	Bets;
clumps                     	clumps
of                         	of
southernwood               	southernwood
and                        	and
ribbon                     	ribbon
grass                      	grass
and                        	and
mint;                      	mint;
purple                     	purple
Adam-and-Eve,              	Adam-and-Eve,
daffodils,                 	daffodils,
and                        	and
masses                     	masses
of                         	of
sweet                      	sweet
clover                     	clover
white                      	white
with                       	with
its                        	its
delicate,                  	delicate,
fragrant,                  	fragrant,
feathery                   	feathery
sprays;                    	sprays;
scarlet                    	scarlet
lightning                  	lightning
that                       	that
shot                       	shot
its                        	its
fiery                      	fiery
lances                     	lances
over                       	over
prim                       	prim
white                      	white
musk-flowers;              	musk-flowers;
a                          	a
garden                     	garden
it                         	it
was                        	was
where                      	where
sunshine                   	sunshine
lingered                   	lingered
and                        	and
bees                       	bees
hummed,                    	hummed,
and                        	and
winds,                     	winds,
beguiled                   	beguiled
into                       	into
loitering,                 	loitering,
purred                     	purred
and                        	and
rustled.                   	rustled.
“Oh,                       	"Oh,                       	.
Diana,”                    	Diana,"                    	.
said                       	said
Anne                       	Anne
at                         	at
last,                      	last,
clasping                   	clasping
her                        	her
hands                      	hands
and                        	and
speaking                   	speaking
almost                     	almost
in                         	in
a                          	a
whisper,                   	whisper,
“@                         	"do                        	@
@                          	you                        	@
@—oh,                      	think—oh,                  	@
do                         	do
you                        	you
think                      	think
you                        	you
can                        	can
like                       	like
me                         	me
a                          	a
little—enough              	little—enough
to                         	to
be                         	be
my                         	my
bosom                      	bosom
friend?”                   	friend?"                   	.
Diana                      	Diana
laughed.                   	laughed.
Diana                      	Diana
always                     	always
laughed                    	laughed
before                     	before
she                        	she
spoke.                     	spoke.
“Why,                      	"Why,                      	.
I                          	I
guess                      	guess
so,”                       	so,"                       	.
she                        	she
said                       	said
frankly.                   	frankly.
“I’m                       	"I'm                       	.
awfully                    	awfully
glad                       	glad
you’ve                     	you've                     	.
come                       	come
to                         	to
live                       	live
at                         	at
Green                      	Green
Gables.                    	Gables.
It                         	It
will                       	will
be                         	be
jolly                      	jolly
to                         	to
have                       	have
somebody                   	somebody
to                         	to
play                       	play
with.                      	with.
There                      	There
isn’t                      	isn't                      	.
any                        	any
other                      	other
girl                       	girl
who                        	who
lives                      	lives
near                       	near
enough                     	enough
to                         	to
play                       	play
with,                      	with,
and                        	and
I’ve                       	I've                       	.
no                         	no
sisters                    	sisters
big                        	big
enough.”                   	enough."                   	.
“Will                      	"Will                      	.
you                        	you
swear                      	swear
to                         	to
be                         	be
my                         	my
friend                     	friend
for@                       	for                        	.
ever                       	ever
and                        	and
ever?”                     	ever?"                     	.
demanded                   	demanded
Anne                       	Anne
eagerly.                   	eagerly.
Diana                      	Diana
looked                     	looked
shocked.                   	shocked.
“Why                       	"Why,                      	.
it’s                       	it's                       	.
dreadfully                 	dreadfully
wicked                     	wicked
to                         	to
swear,”                    	swear,"                    	.
she                        	she
said                       	said
rebukingly.                	rebukingly.
“Oh                        	"Oh                        	.
no,                        	no,
not                        	not
my                         	my
kind                       	kind
of                         	of
swearing.                  	swearing.
There                      	There
are                        	are
two                        	two
kinds,                     	kinds,
you                        	you
know.”                     	know."                     	.
“I                         	"I                         	.
never                      	never
heard                      	heard
of                         	of
but                        	but
one                        	one
kind,”                     	kind,"                     	.
said                       	said
Diana                      	Diana
doubtfully.                	doubtfully.
“There                     	"There                     	.
really                     	really
is                         	is
another.                   	another.
Oh,                        	Oh,
it                         	it
isn’t                      	isn't                      	.
wicked                     	wicked
at                         	at
all.                       	all.
It                         	It
just                       	just
means                      	means
vowing                     	vowing
and                        	and
promising                  	promising
solemnly.”                 	solemnly."                 	.
“Well,                     	"Well,                     	.
I                          	I
don’t                      	don't                      	.
mind                       	mind
doing                      	doing
that,”                     	that,"                     	.
agreed                     	agreed
Diana,                     	Diana,
relieved.                  	relieved.
“How                       	How                        	.
do                         	do
you                        	you
do                         	do
it?”                       	it?"                       	.
“We                        	"We                        	.
must                       	must
join                       	join
hands—so,”                 	hands—so,"                 	.
said                       	said
Anne                       	Anne
gravely.                   	gravely.
“It                        	"It                        	.
ought                      	ought
to                         	to
be                         	be
over                       	over
running                    	running
water.                     	water.
We’ll                      	We'll                      	.
just                       	just
imagine                    	imagine
this                       	this
path                       	path
is                         	is
running                    	running
water.                     	water.
I’ll                       	I'll                       	.
repeat                     	repeat
the                        	the
oath                       	oath
first.                     	first.
I                          	I
solemnly                   	solemnly
swear                      	swear
to                         	to
be                         	be
faithful                   	faithful
to                         	to
my                         	my
bosom                      	bosom
friend,                    	friend,
Diana                      	Diana
Barry,                     	Barry,
as                         	as
long                       	long
as                         	as
the                        	the
sun                        	sun
and                        	and
moon                       	moon
shall                      	shall
endure.                    	endure.
Now                        	Now
you                        	you
say                        	say
it                         	it
and                        	and
put                        	put
my                         	my
name                       	name
in.”                       	in."                       	.
Diana                      	Diana
repeated                   	repeated
the                        	the
“oath”                     	"oath"                     	.
with                       	with
a                          	a
laugh                      	laugh
fore                       	fore
and                        	and
aft.                       	aft.
Then                       	Then
she                        	she
said:                      	said:
“You’re                    	"You're                    	.
a                          	a
queer                      	queer
girl,                      	girl,
Anne.                      	Anne.
I                          	I
heard                      	heard
before                     	before
that                       	that
you                        	you
were                       	were
queer.                     	queer.
But                        	But
I                          	I
believe                    	believe
I’m                        	I'm                        	.
going                      	going
to                         	to
like                       	like
you                        	you
real                       	real
well.”                     	well."                     	.
When                       	When
Marilla                    	Marilla
and                        	and
Anne                       	Anne
went                       	went
home                       	home
Diana                      	Diana
went                       	went
with                       	with
them                       	them
as                         	as
far                        	far
as                         	as
the                        	the
log                        	log
bridge.                    	bridge.
The                        	The
two                        	two
little                     	little
girls                      	girls
walked                     	walked
with                       	with
their                      	their
arms                       	arms
about                      	about
each                       	each
other.                     	other.
At                         	At
the                        	the
brook                      	brook
they                       	they
parted                     	parted
with                       	with
many                       	many
promises                   	promises
to                         	to
spend                      	spend
the                        	the
next                       	next
afternoon                  	afternoon
together.                  	together.
“Well,                     	"Well,                     	.
did                        	did
you                        	you
find                       	find
Diana                      	Diana
a                          	a
kindred                    	kindred
spirit?”                   	spirit?"                   	.
asked                      	asked
Marilla                    	Marilla
as                         	as
they                       	they
went                       	went
up                         	up
through                    	through
the                        	the
garden                     	garden
of                         	of
Green                      	Green
Gables.                    	Gables.
“Oh                        	"Oh,                       	.
yes,”                      	yes,"                      	.
sighed                     	sighed
Anne,                      	Anne,
blissfully                 	blissfully
unconscious                	unconscious
of                         	of
any                        	any
sarcasm                    	sarcasm
on                         	on
Marilla’s                  	Marilla's                  	.
part.                      	part.
“Oh                        	"Oh,                       	.
Marilla,                   	Marilla,
I’m                        	I'm                        	.
the                        	the
happiest                   	happiest
girl                       	girl
on                         	on
Prince                     	Prince
Edward                     	Edward
Island                     	Island
this                       	this
very                       	very
moment.                    	moment.
I                          	I
assure                     	assure
you                        	you
I’ll                       	I'll                       	.
say                        	say
my                         	my
prayers                    	prayers
with                       	with
a                          	a
right                      	right
good-will                  	good-will
tonight.                   	to-night.                  	.
Diana                      	Diana
and                        	and
I                          	I
are                        	are
going                      	going
to                         	to
build                      	build
a                          	a
playhouse                  	playhouse
in                         	in
Mr.                        	Mr.
William                    	William
Bell’s                     	Bell's                     	.
birch                      	birch
grove                      	grove
tomorrow.                  	to-morrow.                 	.
Can                        	Can
I                          	I
have                       	have
those                      	those
broken                     	broken
pieces                     	pieces
of                         	of
china                      	china
that                       	that
are                        	are
out                        	out
in                         	in
the                        	the
woodshed?                  	wood-shed?                 	.
Diana’s                    	Diana's                    	.
birthday                   	birthday
is                         	is
in                         	in
February                   	February
and                        	and
mine                       	mine
is                         	is
in                         	in
March.                     	March.
Don’t                      	Don't                      	.
you                        	you
think                      	think
that                       	that
is                         	is
a                          	a
very                       	very
strange                    	strange
coincidence?               	coincidence?
Diana                      	Diana
is                         	is
going                      	going
to                         	to
lend                       	lend
me                         	me
a                          	a
book                       	book
to                         	to
read.                      	read.
She                        	She
says                       	says
it’s                       	it's                       	.
perfectly                  	perfectly
splendid                   	splendid
and                        	and
tremendously               	tremenjusly                	@
exciting.                  	exciting.
She’s                      	She's                      	.
going                      	going
to                         	to
show                       	show
me                         	me
a                          	a
place                      	place
back                       	back
in                         	in
the                        	the
woods                      	woods
where                      	where
rice                       	rice
lilies                     	lilies
grow.                      	grow.
Don’t                      	Don't                      	.
you                        	you
think                      	think
Diana                      	Diana
has                        	has
got                        	got
very                       	very
soulful                    	soulful
eyes?                      	eyes?
I                          	I
wish                       	wish
I                          	I
had                        	had
soulful                    	soulful
eyes.                      	eyes.
Diana                      	Diana
is                         	is
going                      	going
to                         	to
teach                      	teach
me                         	me
to                         	to
sing                       	sing
a                          	a
song                       	song
called                     	called
‘Nelly                     	'Nelly                     	.
in                         	in
the                        	the
Hazel                      	Hazel
Dell.’                     	Dell.'                     	.
She’s                      	She's                      	.
going                      	going
to                         	to
give                       	give
me                         	me
a                          	a
picture                    	picture
to                         	to
put                        	put
up                         	up
in                         	in
my                         	my
room;                      	room;
it’s                       	it's                       	.
a                          	a
perfectly                  	perfectly
beautiful                  	beautiful
picture,                   	picture,
she                        	she
says—a                     	says—a
lovely                     	lovely
lady                       	lady
in                         	in
a                          	a
pale                       	pale
blue                       	blue
silk                       	silk
dress.                     	dress.
A                          	A
sewing-machine             	sewing-machine
agent                      	agent
gave                       	gave
it                         	it
to                         	to
her.                       	her.
I                          	I
wish                       	wish
I                          	I
had                        	had
something                  	something
to                         	to
give                       	give
Diana.                     	Diana.
I’m                        	I'm                        	.
an                         	an
inch                       	inch
taller                     	taller
than                       	than
Diana,                     	Diana,
but                        	but
she                        	she
is                         	is
ever                       	ever
so                         	so
much                       	much
fatter;                    	fatter;
she                        	she
says                       	says
she’d                      	she'd                      	.
like                       	like
to                         	to
be                         	be
thin                       	thin
because                    	because
it’s                       	it's                       	.
so                         	so
much                       	much
more                       	more
graceful,                  	graceful,
but                        	but
I’m                        	I'm                        	.
afraid                     	afraid
she                        	she
only                       	only
said                       	said
it                         	it
to                         	to
soothe                     	soothe
my                         	my
feelings.                  	feelings.
We’re                      	We're                      	.
going                      	going
to                         	to
the                        	the
shore                      	shore
some                       	some
day                        	day
to                         	to
gather                     	gather
shells.                    	shells.
We                         	We
have                       	have
agreed                     	agreed
to                         	to
call                       	call
the                        	the
spring                     	spring
down                       	down
by                         	by
the                        	the
log                        	log
bridge                     	bridge
the                        	the
Dryad’s                    	Dryad's                    	.
Bubble.                    	Bubble.
Isn’t                      	Isn't                      	.
that                       	that
a                          	a
perfectly                  	perfectly
elegant                    	elegant
name?                      	name?
I                          	I
read                       	read
a                          	a
story                      	story
once                       	once
about                      	about
a                          	a
spring                     	spring
called                     	called
that.                      	that.
A                          	A
dryad                      	dryad
is                         	is
sort                       	a                          	@
of                         	sort                       	@
a                          	of                         	@
grown-up                   	grown-up
fairy,                     	fairy,
I                          	I
think.”                    	think."                    	.
“Well,                     	"Well,                     	.
all                        	all
I                          	I
hope                       	hope
is                         	is
you                        	you
won’t                      	won't                      	.
talk                       	talk
Diana                      	Diana
to                         	to
death,”                    	death,"                    	.
said                       	said
Marilla.                   	Marilla.
“But                       	"But                       	.
remember                   	remember
this                       	this
in                         	in
all                        	all
your                       	your
planning,                  	planning,
Anne.                      	Anne.
You’re                     	You're                     	.
not                        	not
going                      	going
to                         	to
play                       	play
all                        	all
the                        	the
time                       	time
nor                        	nor
most                       	most
of                         	of
it.                        	it.
You’ll                     	You'll                     	.
have                       	have
your                       	your
work                       	work
to                         	to
do                         	do
and                        	and
it’ll                      	it'll                      	.
have                       	have
to                         	to
be                         	be
done                       	done
first.”                    	first."                    	.
Anne’s                     	Anne's                     	.
cup                        	cup
of                         	of
happiness                  	happiness
was                        	was
full,                      	full,
and                        	and
Matthew                    	Matthew
caused                     	caused
it                         	it
to                         	to
overflow.                  	overflow.
He                         	He
had                        	had
just                       	just
got                        	got
home                       	home
from                       	from
a                          	a
trip                       	trip
to                         	to
the                        	the
store                      	store
at                         	at
Carmody,                   	Carmody,
and                        	and
he                         	he
sheepishly                 	sheepishly
produced                   	produced
a                          	a
small                      	small
parcel                     	parcel
from                       	from
his                        	his
pocket                     	pocket
and                        	and
handed                     	handed
it                         	it
to                         	to
Anne,                      	Anne,
with                       	with
a                          	a
deprecatory                	deprecatory
look                       	look
at                         	at
Marilla.                   	Marilla.
“I                         	"I                         	.
heard                      	heard
you                        	you
say                        	say
you                        	you
liked                      	liked
chocolate                  	chocolate
sweeties,                  	sweeties,
so                         	so
I                          	I
got                        	got
you                        	you
some,”                     	some,"                     	.
he                         	he
said.                      	said.
“Humph,”                   	"Humph,"                   	.
sniffed                    	sniffed
Marilla.                   	Marilla.
“It’ll                     	"It'll                     	.
ruin                       	ruin
her                        	her
teeth                      	teeth
and                        	and
stomach.                   	stomach.
There,                     	There,
there,                     	there,
child,                     	child,
don’t                      	don't                      	.
look                       	look
so                         	so
dismal.                    	dismal.
You                        	You
can                        	can
eat                        	eat
those,                     	those,
since                      	since
Matthew                    	Matthew
has                        	has
gone                       	gone
and                        	and
got                        	got
them.                      	them.
He’d                       	He'd                       	.
better                     	better
have                       	have
brought                    	brought
you                        	you
peppermints.               	peppermints.
They’re                    	They're                    	.
wholesomer.                	wholesomer.
Don’t                      	Don't                      	.
sicken                     	sicken
yourself                   	yourself
eating                     	eating
all                        	them                       	@
them                       	all                        	@
at                         	at
once                       	once
now.”                      	now."                      	.
“Oh,                       	"Oh,                       	.
no,                        	no,
indeed,                    	indeed,
I                          	I
won’t,”                    	won't,"                    	.
said                       	said
Anne                       	Anne
eagerly.                   	eagerly.
“I’ll                      	"I'll                      	.
just                       	just
eat                        	eat
one                        	one
tonight,                   	to-night,                  	.
Marilla.                   	Marilla.
And                        	And
I                          	I
can                        	can
give                       	give
Diana                      	Diana
half                       	half
of                         	of
them,                      	them,
can’t                      	can't                      	.
I?                         	I?
The                        	The
other                      	other
half                       	half
will                       	will
taste                      	taste
twice                      	twice
as                         	as
sweet                      	sweet
to                         	to
me                         	me
if                         	if
I                          	I
give                       	give
some                       	some
to                         	to
her.                       	her.
It’s                       	It's                       	.
delightful                 	delightful
to                         	to
think                      	think
I                          	I
have                       	have
something                  	something
to                         	to
give                       	give
her.”                      	her."                      	.
“I                         	"I                         	.
will                       	will
say                        	say
it                         	it
for                        	for
the                        	the
child,”                    	child,"                    	.
said                       	said
Marilla                    	Marilla
when                       	when
Anne                       	Anne
had                        	had
gone                       	gone
to                         	to
her                        	her
gable,                     	gable,
“she                       	"she                       	.
isn’t                      	isn't                      	.
stingy.                    	stingy.
I’m                        	I'm                        	.
glad,                      	glad,
for                        	for
of                         	of
all                        	all
faults                     	faults
I                          	I
detest                     	detest
stinginess                 	stinginess
in                         	in
a                          	a
child.                     	child.
Dear                       	Dear
me,                        	me,
it’s                       	it's                       	.
only                       	only
three                      	three
weeks                      	weeks
since                      	since
she                        	she
came,                      	came,
and                        	and
it                         	it
seems                      	seems
as                         	as
if                         	if
she’d                      	she'd                      	.
been                       	been
here                       	here
always.                    	always.
I                          	I
can’t                      	can't                      	.
imagine                    	imagine
the                        	the
place                      	place
without                    	without
her.                       	her.
Now,                       	Now,
don’t                      	don't                      	.
be                         	be
looking                    	looking
I@told-you-so,             	I-told-you-so,             	.
Matthew.                   	Matthew.
That’s                     	That's                     	.
bad                        	bad
enough                     	enough
in                         	in
a                          	a
woman,                     	woman,
but                        	but
it                         	it
isn’t                      	isn't                      	.
to                         	to
be                         	be
endured                    	endured
in                         	in
a                          	a
man.                       	man.
I’m                        	I'm                        	.
perfectly                  	perfectly
willing                    	willing
to                         	to
own                        	own
up                         	up
that                       	that
I’m                        	I'm                        	.
glad                       	glad
I                          	I
consented                  	consented
to                         	to
keep                       	keep
the                        	the
child                      	child
and                        	and
that                       	that
I’m                        	I'm                        	.
getting                    	getting
fond                       	fond
of                         	of
her,                       	her,
but                        	but
don’t                      	don't                      	.
you                        	you
rub                        	rub
it                         	it
in,                        	in,
Matthew                    	Matthew
Cuthbert.”                 	Cuthbert."                 	.
CHAPTER                    	CHAPTER
XIII.                      	XIII.
The                        	The
Delights                   	Delights
of                         	of
Anticipation               	Anticipation
"It’s                      	"It's                      	.
time                       	time
Anne                       	Anne
was                        	was
in                         	in
to                         	to
do                         	do
